epoch,train_loss,train_crack_iou,train_crack_dice,train_tap_iou,train_tap_dice,val_crack_iou,val_crack_dice,val_tap_iou,val_tap_dice
1,0.5348293600971796,0.3550157302741172,0.492903527888439,0.3122189827424325,0.4474924274984701,0.3769071432002993,0.515849472499556,0.3210616539812313,0.4546904821335426
2,0.47143855368642595,0.3797236690981561,0.5198115683199799,0.35867659599048857,0.49730555129088,0.3881022623481436,0.5284268726008358,0.3769429738299464,0.5092653989581004
3,0.43961577677988334,0.37820290861247513,0.5164709476528294,0.5088594843403517,0.6404895413092073,0.37553292951563855,0.5100596348875789,0.46559964064157233,0.5830285015674133
4,0.41064614305115044,0.39882949600745177,0.5400637133528928,0.5034302712130694,0.6424178741182442,0.402557362071066,0.5441635985410324,0.4428545873225579,0.5687269435773762
5,0.3950284737684884,0.3591762655046671,0.4934657626455359,0.4953559857137777,0.6388591229179759,0.35738442670898857,0.49219467220483004,0.47999640608443617,0.6156761580594938
6,0.36399541454255396,0.415581878203039,0.5559522297133481,0.5957604494865661,0.7304822709181427,0.39996032352662747,0.5379780545830727,0.5830158429782627,0.7101005500639385
7,0.35175321386619046,0.39054993805594934,0.5272207062179114,0.6302212806499022,0.7532652312935686,0.39263715691071144,0.5289300204806582,0.5971642430961782,0.7162039535919661
8,0.3465338692676311,0.42170534121843556,0.5625352853661107,0.5477858510788208,0.6884862829229714,0.41305936955743366,0.5528654764923785,0.5311285419881625,0.6701076900551342
9,0.3371387968149305,0.4095248942278621,0.5503691031834185,0.6944779081569041,0.8066709182696578,0.40428642926530706,0.5462332038553777,0.6718280611313739,0.7830650094404535
10,0.33078278617518825,0.42850182641857676,0.5705420844938546,0.6983401505920438,0.8082967884838581,0.4128906358205886,0.5557229123733661,0.6663960507139564,0.7772670210743288
11,0.312270549163923,0.44643530612116755,0.5882350682448119,0.714682689897808,0.8231229405344268,0.42240739578588143,0.5631214341286708,0.6849296576571915,0.795555090285697
12,0.3050010809236933,0.4419682469927773,0.5833667553495616,0.6813796621597843,0.7997542509878123,0.4175497966439084,0.5579288313372268,0.6600687148857791,0.776967361639693
13,0.2998465066512924,0.4380428926819514,0.5787546096530272,0.7014291217113718,0.8138177604954919,0.4083728599051634,0.5478197635875808,0.6669678368939543,0.7784286233473499
14,0.29442090935841625,0.42234153801646945,0.558982100819904,0.7100424822557856,0.8203714794214861,0.3968488408321584,0.5330441603506053,0.6819541461695477,0.7927479682806527
15,0.29237203570929443,0.4465777906963557,0.588163186512271,0.7119036612503322,0.8221084480668291,0.41750416851568,0.559186999934415,0.6818424395795138,0.7918905777470121
