epoch,train_loss,train_crack_iou,train_crack_dice,train_tap_iou,train_tap_dice,val_crack_iou,val_crack_dice,val_tap_iou,val_tap_dice
1,0.6116012271762268,0.4695321699581055,0.6140124710757852,0.3174645381036824,0.4603943893501972,0.4889632302370888,0.6339763541188504,0.29228408462846317,0.430765651666215
2,0.427548108733373,0.511831055534895,0.6547969366061243,0.47354932114665893,0.6255812618191595,0.5223972846236494,0.6659887593929414,0.4349230460791344,0.5848734925033877
3,0.3764054638138012,0.5263701837305804,0.6686374524108945,0.47281232742063795,0.6297737170746665,0.5192454278331112,0.6634522593407719,0.48100241805231053,0.6349997874882526
4,0.34834377315817955,0.5645975205146366,0.7032396069777769,0.5109933633725217,0.6661631120943728,0.5475274052884843,0.6897543108021772,0.5115939325319147,0.6640555079112638
5,0.32591137659026537,0.5669536022994763,0.7057503691537953,0.5878843757335419,0.7315934806418272,0.5468320487687985,0.688709241407061,0.5882381889370388,0.7278821650608245
6,0.2908646619665585,0.6092423558417526,0.7435279533735939,0.592168404493067,0.7347681533315299,0.5703478510077629,0.7101362914674811,0.5490445510887573,0.6942324694032923
7,0.2740443892613474,0.6206622795208351,0.7523396042294991,0.6240946357356913,0.7599433676880083,0.5797920686227304,0.7179775289915226,0.5975031117214671,0.7357097081962735
8,0.2625263171696738,0.6139242251818274,0.7486628176709572,0.6394678774209303,0.772209070066427,0.5701896245418875,0.7104937590244743,0.6003672326363102,0.7373831349216933
9,0.2535235029309521,0.6219678612899183,0.7548496961593628,0.635468225673209,0.7693045268134202,0.5776205368409002,0.7174823684410916,0.5954848113779125,0.7330405184703513
10,0.24793489020446252,0.6376594926649596,0.7680375578068631,0.6640566309155137,0.7903536971704459,0.5860009007776777,0.7233774616072576,0.6168868737198604,0.749046251896428
11,0.23305089636282486,0.6539007292847673,0.7806009212851802,0.6833416904058354,0.8056138438207132,0.5924261873794927,0.7291262165401821,0.6449513948469792,0.7736587213738909
12,0.2262460098464661,0.6624815562735626,0.7864912860321276,0.724009854990391,0.8336577498618467,0.5961983463692444,0.7320839175195606,0.6746791954029281,0.7938972975847856
13,0.22230927470989736,0.6627312833161065,0.7869608148272499,0.6969152408617514,0.8155687190868236,0.5991983506276651,0.7348475848497064,0.6606892788747571,0.785525567126724
14,0.21945804455624104,0.6523372866716974,0.7798898491930295,0.7026471097482208,0.8187335013607402,0.5921589048579335,0.728502239783605,0.6581686325371265,0.7819489204096344
15,0.21546050630579922,0.6751412744636024,0.7965169804114284,0.7293173552433282,0.8380642471490083,0.6026815221334497,0.7372435302922019,0.6875052255279613,0.8036448820581976
16,0.20870251981629098,0.6795491643128417,0.7999270569263917,0.745594275365641,0.8489400996654122,0.6037047422180574,0.7376959374243462,0.7001424229369974,0.8122210844226603
17,0.20617911875901926,0.6684281799516756,0.7920090168228239,0.7165248125331637,0.8296388591789169,0.5981754556160283,0.7336757962488466,0.6747756364210596,0.7946665050848475
18,0.20454461827033366,0.6817728923438312,0.801451442100646,0.7405191331227988,0.8457975050825396,0.6029118642417921,0.7377617766459783,0.6905503176012129,0.8058174227206212
19,0.20400511409188138,0.6762653858685271,0.7980734573447065,0.7258451916875295,0.8366498124544267,0.6004683110518036,0.7353163654467574,0.6833352054346282,0.8008960312548673
20,0.20043089735937716,0.6754084329400862,0.7969481691613898,0.7446163033077746,0.8485862085480749,0.6001498513268652,0.7352997488859627,0.6931221340343637,0.8073590355661681
