epoch,train_loss,train_crack_iou,train_crack_dice,train_tap_iou,train_tap_dice,val_crack_iou,val_crack_dice,val_tap_iou,val_tap_dice
1,0.7378567893490149,0.3485735463594751,0.478810452152747,0.19804893574148508,0.29581547730291885,0.3707878014141763,0.5048014444299043,0.1936477616134509,0.2964875744030408
2,0.5684025562762467,0.4593877207610885,0.6000606383118993,0.4135991109236155,0.566438547797777,0.4728020928489665,0.6149702939998221,0.4076369226650498,0.5600537324647824
3,0.4689104275363366,0.4854508128231022,0.6272122209309872,0.47684855368333284,0.6300161250050605,0.49421984558166177,0.6378821753517345,0.43869319161404113,0.5901119621934722
4,0.4156562714927996,0.45831045389342573,0.5994693247301803,0.5003117791112558,0.6560543991257379,0.4669219157003142,0.6100073042015235,0.4902600847434574,0.6427842553712253
5,0.381813209468855,0.5386914230353418,0.6803953242229867,0.5691825834597335,0.715791799514382,0.5351843173443167,0.6787616613976382,0.5413807895636397,0.686511315440513
6,0.35348963763179453,0.5423283355737144,0.6822287912313373,0.5784895257541427,0.7228040989522857,0.5357916100226618,0.6777521247113193,0.5488749483494826,0.6938704326045964
7,0.3383116293523379,0.5537629293809734,0.6935113077570786,0.5922440258441148,0.7354332061277495,0.5380957000992365,0.681173959346833,0.5706341805920567,0.7127207087458305
8,0.32979034585732275,0.5637287314683807,0.701962057155468,0.5730186857375098,0.7206128930971947,0.5400571981375968,0.6823364141362684,0.5518578092022887,0.698034404724274
9,0.3193834905854213,0.5747372247306912,0.711528554409395,0.599520130124357,0.7413814811794847,0.5490745908201292,0.6901140383548207,0.5803723845560596,0.7205225350159519
10,0.3108547188832095,0.5591519695940039,0.6987056647850709,0.5732523144027333,0.721087014178435,0.5386912883017902,0.6807620384902866,0.5553587677906144,0.7004789414833177
11,0.2983879578945031,0.5901168571107767,0.7256828814653771,0.6190445637629356,0.7576353151489187,0.5557609744025049,0.6970792049887004,0.5937422793182843,0.7328047449788395
12,0.29653373178456643,0.5848534415747388,0.7209028840729302,0.6049383427487848,0.7471911815029604,0.5528868303116825,0.6936249029581194,0.5869730802709764,0.7283137307836199
13,0.29044313894637325,0.6051732391108149,0.7379868241591435,0.6022901309631121,0.7445173529011232,0.5639515163928822,0.7042559631858711,0.574346535786424,0.7174319582024835
14,0.28671816666391575,0.5851730591634892,0.722127663427508,0.6059333642185838,0.7477072050909938,0.5506775836080865,0.6918696321547031,0.5760249131060434,0.7186607794379288
15,0.2855070785715662,0.611699101625831,0.7436975558572785,0.6462111024944871,0.7789855973404131,0.5651622607683142,0.7055756905702529,0.6190832264211802,0.7532334955549747
16,0.2798625962300734,0.6017896013030465,0.7364295931289837,0.5982047387065343,0.7420264902398174,0.5595237669776435,0.700520854940017,0.5669412524790837,0.711446282594412
17,0.27724930587980817,0.6076489646050706,0.740803485696306,0.6358568068823697,0.770705435011122,0.5633131195825559,0.7035992314832078,0.6060106078127645,0.7425347982712511
18,0.27575470528165374,0.610909215489181,0.7434805687473509,0.6108269597507185,0.7519128905954184,0.5645494892123949,0.7047960101523333,0.5833184969290774,0.7248485110840708
19,0.27279311794565764,0.6145963366696989,0.7465228884847779,0.6323616487698422,0.7683464297633849,0.5655473128030145,0.7060515159258136,0.6041818841729524,0.7411593086314652
