epoch,train_loss,train_crack_iou,train_crack_dice,train_tap_iou,train_tap_dice,val_crack_iou,val_crack_dice,val_tap_iou,val_tap_dice
1,0.6115896454238593,0.47338283497510186,0.6155487018846852,0.423301660090133,0.5727924040898129,0.491660416415996,0.6350572603444259,0.3654069303099528,0.5091627454638447
2,0.4258635246828432,0.4821269614957946,0.6234047999915977,0.43467500222685895,0.5907182806159978,0.4904303705043815,0.6319978199071354,0.4024866796928445,0.5556638941668081
3,0.3762404804926681,0.5310430056377508,0.6758979736918492,0.5150515542860017,0.6670989119160322,0.5306043997131012,0.6764937794594853,0.4952767984188866,0.6434080097724098
4,0.3442269765938337,0.5475048144601963,0.6878606484026273,0.5452549621646787,0.6955275746775262,0.5347992112860084,0.6773801441407866,0.5318633328443375,0.6786724667690192
5,0.3266614186212561,0.5694675715005194,0.7084319623606171,0.5134322097456013,0.6677139982949069,0.5460433340251998,0.688770203002625,0.475046316622532,0.6277476413569326
6,0.28864071095438215,0.6037708643359286,0.7379179924518078,0.6139915259623969,0.7527327920735618,0.5683620074694907,0.7080468074039177,0.5815364503254888,0.7217923425079021
7,0.2740762936050615,0.6176343275907087,0.7499851070726529,0.6331817092994849,0.7692362933615108,0.5700997662902982,0.7092948075383901,0.612383856525961,0.7497760898099756
8,0.2619573198796066,0.628080122150255,0.758991066451534,0.6411422957516747,0.774621299792219,0.5772425897971347,0.7158153772354126,0.6209044778408211,0.7562278885895749
9,0.2544518271490324,0.606488858825106,0.7428921722772256,0.6100182264215417,0.7495724539329977,0.5589745197859075,0.6997339408154841,0.5788778254930544,0.7197309722440693
10,0.24799037967636295,0.6132289028489888,0.7477140796490205,0.6415050133602854,0.7749537440177835,0.5665833019547992,0.7062062841046739,0.6104806696750084,0.7476888656053903
11,0.2344080571283741,0.649948291987667,0.7772047548965141,0.6966434881367065,0.8151185691540623,0.5866473908225696,0.7238485066151178,0.6633465801769832,0.7874231116389329
12,0.22829649779583594,0.6571657122258262,0.782757957300523,0.6898759954321532,0.8099591566272724,0.5914680147888484,0.7275934125262278,0.6576394853445718,0.782905991066177
13,0.22269705834807274,0.6353200519395046,0.7663376167580477,0.6842405284076561,0.807051142351127,0.5757638051002114,0.7137255081286032,0.6531248026580181,0.7805437389409767
14,0.2203115258237411,0.6726295999609507,0.7943275892651165,0.6888938673668438,0.8101050590659366,0.5986538521807503,0.7335135455898665,0.6471659975512972,0.7766377357941754
15,0.2160229935050945,0.6551579977431289,0.7816155170609346,0.7079214874609017,0.8233341807568515,0.5899250192084798,0.7260759806329453,0.6664968724801855,0.789831982187505
16,0.211146198470017,0.6730531935245754,0.794726759535293,0.7188477004935712,0.8308475919159842,0.5992030833054471,0.7337040077481005,0.680745539659599,0.8002497975556355
17,0.20759508626821646,0.6749689392133297,0.795997649522407,0.7285139013771658,0.8377252324495786,0.5996542813601318,0.7343422749252231,0.6841037756991837,0.8030954253561092
18,0.20583768186617796,0.6698012076196693,0.7926529178460995,0.7299892452212028,0.8387992066365701,0.5963136675181212,0.731810442454837,0.681269422735808,0.8003798059697421
